DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
CENTRO;19.0;43.0;17.0;32.0;8.0;97.0;19.0;20.0;23.0;83.0;40.0;117.0;1.0;139.0;353.0;18.0;1.0;2021;enero
ARGANZUELA;4.0;10.0;1.0;3.0;1.0;19.0;19.0;17.0;3.0;9.0;2.0;14.0;0.0;29.0;44.0;0.0;0.0;2021;enero
RETIRO;1.0;4.0;0.0;5.0;1.0;8.0;23.0;19.0;5.0;0.0;3.0;28.0;14.0;27.0;43.0;0.0;1.0;2021;enero
SALAMANCA;3.0;49.0;0.0;11.0;0.0;47.0;34.0;44.0;10.0;0.0;0.0;8.0;6.0;75.0;133.0;0.0;0.0;2021;enero
CHAMARTÍN;3.0;6.0;1.0;7.0;2.0;24.0;21.0;31.0;4.0;4.0;0.0;37.0;22.0;27.0;84.0;0.0;0.0;2021;enero
TETUÁN;14.0;13.0;1.0;3.0;6.0;18.0;8.0;26.0;8.0;1.0;2.0;53.0;1.0;36.0;86.0;0.0;0.0;2021;enero
CHAMBERÍ;4.0;13.0;3.0;7.0;2.0;8.0;11.0;27.0;7.0;0.0;0.0;53.0;3.0;48.0;100.0;1.0;1.0;2021;enero
FUENCARRAL - EL PARDO;4.0;10.0;0.0;10.0;1.0;7.0;18.0;30.0;13.0;1.0;1.0;41.0;8.0;45.0;106.0;0.0;0.0;2021;enero
MONCLOA - ARAVACA;23.0;17.0;0.0;4.0;3.0;7.0;18.0;41.0;9.0;0.0;4.0;25.0;0.0;24.0;51.0;0.0;2.0;2021;enero
LATINA;8.0;12.0;9.0;11.0;2.0;36.0;28.0;26.0;20.0;6.0;16.0;91.0;1.0;49.0;95.0;0.0;1.0;2021;enero
CARABANCHEL;27.0;31.0;4.0;9.0;6.0;39.0;25.0;31.0;25.0;9.0;3.0;31.0;3.0;45.0;131.0;0.0;10.0;2021;enero
USERA;30.0;20.0;1.0;8.0;2.0;28.0;12.0;24.0;9.0;11.0;3.0;136.0;0.0;21.0;59.0;0.0;0.0;2021;enero
PUENTE DE VALLECAS;25.0;29.0;3.0;8.0;0.0;48.0;21.0;43.0;23.0;3.0;0.0;21.0;0.0;57.0;48.0;0.0;0.0;2021;enero
MORATALAZ;5.0;2.0;0.0;1.0;1.0;9.0;10.0;16.0;3.0;0.0;0.0;19.0;0.0;7.0;4.0;0.0;3.0;2021;enero
CIUDAD LINEAL;15.0;14.0;1.0;14.0;5.0;29.0;33.0;45.0;30.0;0.0;0.0;0.0;0.0;37.0;59.0;0.0;0.0;2021;enero
HORTALEZA;4.0;14.0;7.0;26.0;9.0;32.0;14.0;38.0;12.0;0.0;0.0;49.0;9.0;15.0;41.0;3.0;21.0;2021;enero
VILLAVERDE;14.0;11.0;1.0;13.0;2.0;12.0;18.0;6.0;4.0;3.0;0.0;71.0;1.0;20.0;20.0;1.0;24.0;2021;enero
VILLA DE VALLECAS;16.0;10.0;3.0;20.0;0.0;15.0;11.0;13.0;9.0;0.0;0.0;14.0;0.0;62.0;75.0;0.0;3.0;2021;enero
VICÁLVARO;7.0;3.0;0.0;0.0;0.0;5.0;10.0;12.0;7.0;0.0;0.0;3.0;0.0;35.0;29.0;0.0;0.0;2021;enero
SAN BLAS - CANILLEJAS;11.0;9.0;3.0;11.0;1.0;38.0;39.0;29.0;9.0;0.0;0.0;15.0;0.0;18.0;26.0;4.0;19.0;2021;enero
BARAJAS;5.0;5.0;0.0;5.0;2.0;6.0;6.0;11.0;8.0;0.0;0.0;5.0;0.0;5.0;1.0;1.0;6.0;2021;enero
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021;enero
OTRAS UNIDADES;;;;;;;;;22.0;;;;;;;;;2021;enero
CENTRO;20.0;41.0;4.0;68.0;10.0;112.0;31.0;35.0;42.0;47.0;34.0;312.0;1.0;324.0;497.0;6.0;15.0;2021;febrero
ARGANZUELA;4.0;9.0;9.0;10.0;1.0;18.0;24.0;22.0;7.0;23.0;7.0;78.0;1.0;104.0;108.0;1.0;0.0;2021;febrero
RETIRO;3.0;5.0;0.0;7.0;0.0;9.0;35.0;33.0;4.0;0.0;10.0;39.0;7.0;32.0;47.0;0.0;5.0;2021;febrero
SALAMANCA;6.0;47.0;5.0;27.0;2.0;55.0;44.0;41.0;13.0;4.0;2.0;12.0;3.0;161.0;296.0;0.0;1.0;2021;febrero
CHAMARTÍN;2.0;6.0;0.0;12.0;2.0;15.0;31.0;33.0;12.0;1.0;0.0;37.0;17.0;31.0;65.0;0.0;0.0;2021;febrero
TETUÁN;12.0;31.0;7.0;29.0;4.0;36.0;22.0;31.0;10.0;1.0;11.0;97.0;0.0;46.0;115.0;0.0;0.0;2021;febrero
CHAMBERÍ;15.0;9.0;1.0;18.0;0.0;16.0;28.0;24.0;19.0;0.0;0.0;58.0;0.0;122.0;230.0;3.0;2.0;2021;febrero
FUENCARRAL - EL PARDO;9.0;7.0;2.0;14.0;2.0;14.0;39.0;24.0;26.0;2.0;1.0;90.0;5.0;72.0;121.0;1.0;0.0;2021;febrero
MONCLOA - ARAVACA;22.0;18.0;0.0;16.0;4.0;20.0;32.0;26.0;6.0;0.0;13.0;96.0;5.0;39.0;65.0;0.0;19.0;2021;febrero
LATINA;15.0;14.0;1.0;40.0;7.0;20.0;30.0;36.0;27.0;9.0;12.0;240.0;2.0;44.0;101.0;0.0;3.0;2021;febrero
CARABANCHEL;32.0;26.0;3.0;15.0;2.0;29.0;39.0;36.0;58.0;15.0;7.0;112.0;2.0;85.0;171.0;0.0;13.0;2021;febrero
USERA;17.0;24.0;0.0;10.0;5.0;41.0;19.0;24.0;17.0;27.0;17.0;329.0;6.0;49.0;120.0;1.0;1.0;2021;febrero
PUENTE DE VALLECAS;30.0;18.0;6.0;25.0;3.0;80.0;32.0;54.0;37.0;0.0;1.0;137.0;3.0;76.0;89.0;0.0;0.0;2021;febrero
MORATALAZ;6.0;5.0;0.0;5.0;1.0;6.0;20.0;14.0;5.0;0.0;0.0;12.0;0.0;56.0;37.0;2.0;12.0;2021;febrero
CIUDAD LINEAL;15.0;20.0;2.0;25.0;6.0;37.0;29.0;48.0;27.0;1.0;0.0;42.0;0.0;47.0;62.0;0.0;0.0;2021;febrero
HORTALEZA;3.0;15.0;8.0;35.0;8.0;16.0;21.0;31.0;21.0;0.0;0.0;87.0;12.0;23.0;58.0;1.0;19.0;2021;febrero
VILLAVERDE;8.0;16.0;0.0;18.0;4.0;38.0;16.0;29.0;9.0;1.0;3.0;249.0;2.0;68.0;91.0;0.0;24.0;2021;febrero
VILLA DE VALLECAS;12.0;10.0;4.0;27.0;1.0;14.0;11.0;16.0;7.0;0.0;2.0;25.0;0.0;78.0;123.0;0.0;10.0;2021;febrero
VICÁLVARO;8.0;5.0;0.0;0.0;0.0;2.0;3.0;16.0;6.0;0.0;0.0;3.0;0.0;43.0;51.0;0.0;12.0;2021;febrero
SAN BLAS - CANILLEJAS;13.0;21.0;1.0;31.0;2.0;40.0;25.0;29.0;8.0;0.0;0.0;39.0;1.0;26.0;68.0;2.0;31.0;2021;febrero
BARAJAS;6.0;17.0;0.0;8.0;1.0;2.0;0.0;7.0;1.0;0.0;0.0;17.0;5.0;67.0;45.0;0.0;9.0;2021;febrero
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021;febrero
OTRAS UNIDADES;;;;;;;;;26.0;;;;;;;;;2021;febrero
CENTRO;37.0;71.0;11.0;83.0;16.0;123.0;48.0;31.0;72.0;75.0;17.0;434.0;2.0;509.0;1069.0;20.0;3.0;2021;marzo
ARGANZUELA;6.0;3.0;2.0;7.0;5.0;28.0;33.0;38.0;20.0;40.0;7.0;85.0;9.0;132.0;120.0;0.0;1.0;2021;marzo
RETIRO;4.0;5.0;1.0;24.0;0.0;10.0;28.0;42.0;11.0;17.0;22.0;109.0;19.0;30.0;39.0;0.0;2.0;2021;marzo
SALAMANCA;10.0;43.0;3.0;17.0;2.0;64.0;40.0;53.0;15.0;9.0;1.0;20.0;6.0;359.0;556.0;0.0;6.0;2021;marzo
CHAMARTÍN;7.0;8.0;1.0;26.0;4.0;16.0;53.0;48.0;11.0;2.0;0.0;55.0;17.0;116.0;243.0;0.0;0.0;2021;marzo
TETUÁN;15.0;24.0;2.0;14.0;5.0;37.0;23.0;33.0;9.0;4.0;9.0;110.0;0.0;38.0;101.0;0.0;0.0;2021;marzo
CHAMBERÍ;10.0;7.0;1.0;8.0;4.0;21.0;50.0;42.0;15.0;2.0;0.0;52.0;0.0;447.0;540.0;3.0;4.0;2021;marzo
FUENCARRAL - EL PARDO;10.0;8.0;2.0;26.0;0.0;17.0;45.0;46.0;31.0;1.0;3.0;167.0;10.0;109.0;154.0;4.0;0.0;2021;marzo
MONCLOA - ARAVACA;34.0;16.0;5.0;22.0;0.0;17.0;37.0;44.0;9.0;0.0;12.0;144.0;13.0;30.0;71.0;0.0;1.0;2021;marzo
LATINA;17.0;24.0;6.0;37.0;10.0;41.0;35.0;44.0;39.0;19.0;45.0;273.0;14.0;37.0;72.0;1.0;15.0;2021;marzo
CARABANCHEL;37.0;15.0;2.0;14.0;5.0;28.0;41.0;37.0;51.0;8.0;67.0;216.0;0.0;87.0;142.0;8.0;25.0;2021;marzo
USERA;19.0;23.0;1.0;5.0;0.0;31.0;21.0;30.0;20.0;13.0;20.0;502.0;0.0;26.0;57.0;0.0;1.0;2021;marzo
PUENTE DE VALLECAS;24.0;35.0;12.0;46.0;1.0;75.0;52.0;70.0;36.0;12.0;1.0;89.0;0.0;101.0;115.0;1.0;0.0;2021;marzo
MORATALAZ;2.0;7.0;2.0;4.0;0.0;6.0;16.0;25.0;11.0;0.0;0.0;22.0;3.0;89.0;62.0;1.0;5.0;2021;marzo
CIUDAD LINEAL;14.0;15.0;3.0;34.0;5.0;41.0;39.0;37.0;30.0;1.0;2.0;32.0;0.0;92.0;121.0;0.0;0.0;2021;marzo
HORTALEZA;6.0;3.0;8.0;56.0;16.0;21.0;24.0;40.0;18.0;0.0;0.0;157.0;27.0;38.0;61.0;2.0;19.0;2021;marzo
VILLAVERDE;20.0;29.0;0.0;33.0;7.0;44.0;18.0;39.0;23.0;17.0;5.0;363.0;4.0;57.0;25.0;0.0;41.0;2021;marzo
VILLA DE VALLECAS;19.0;16.0;5.0;23.0;30.0;16.0;19.0;16.0;9.0;0.0;0.0;23.0;0.0;36.0;60.0;0.0;5.0;2021;marzo
VICÁLVARO;17.0;11.0;0.0;1.0;0.0;9.0;10.0;19.0;2.0;0.0;0.0;7.0;0.0;50.0;47.0;0.0;6.0;2021;marzo
SAN BLAS - CANILLEJAS;21.0;25.0;4.0;19.0;2.0;32.0;28.0;34.0;16.0;0.0;2.0;35.0;4.0;48.0;107.0;9.0;31.0;2021;marzo
BARAJAS;7.0;8.0;0.0;9.0;0.0;9.0;8.0;19.0;5.0;0.0;4.0;9.0;0.0;40.0;35.0;0.0;9.0;2021;marzo
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021;marzo
OTRAS UNIDADES;;;;;;;;;21.0;;;;;;;;;2021;marzo
CENTRO;36.0;64.0;14.0;81.0;19.0;132.0;43.0;40.0;38.0;73.0;35.0;390.0;1.0;490.0;1014.0;25.0;3.0;2021;abril
ARGANZUELA;6.0;11.0;0.0;8.0;2.0;23.0;41.0;29.0;10.0;25.0;9.0;80.0;0.0;205.0;183.0;0.0;3.0;2021;abril
RETIRO;5.0;4.0;1.0;20.0;9.0;17.0;25.0;28.0;7.0;10.0;20.0;85.0;13.0;27.0;41.0;0.0;0.0;2021;abril
SALAMANCA;5.0;42.0;1.0;25.0;1.0;64.0;40.0;52.0;16.0;2.0;0.0;28.0;9.0;146.0;272.0;0.0;7.0;2021;abril
CHAMARTÍN;4.0;10.0;2.0;14.0;3.0;29.0;42.0;54.0;10.0;0.0;0.0;69.0;7.0;179.0;323.0;1.0;0.0;2021;abril
TETUÁN;27.0;14.0;3.0;6.0;0.0;33.0;30.0;35.0;7.0;2.0;14.0;104.0;0.0;31.0;80.0;7.0;2.0;2021;abril
CHAMBERÍ;6.0;9.0;3.0;33.0;2.0;12.0;53.0;42.0;9.0;1.0;0.0;56.0;2.0;454.0;799.0;7.0;5.0;2021;abril
FUENCARRAL - EL PARDO;5.0;9.0;2.0;20.0;1.0;89.0;31.0;45.0;27.0;0.0;0.0;80.0;3.0;109.0;160.0;0.0;1.0;2021;abril
MONCLOA - ARAVACA;23.0;18.0;3.0;21.0;3.0;25.0;25.0;38.0;14.0;0.0;8.0;95.0;8.0;33.0;65.0;0.0;1.0;2021;abril
LATINA;15.0;6.0;3.0;65.0;14.0;38.0;28.0;34.0;32.0;13.0;82.0;284.0;4.0;58.0;109.0;0.0;10.0;2021;abril
CARABANCHEL;41.0;40.0;2.0;27.0;6.0;38.0;39.0;43.0;53.0;29.0;68.0;175.0;1.0;55.0;106.0;3.0;24.0;2021;abril
USERA;18.0;27.0;0.0;8.0;3.0;31.0;27.0;38.0;13.0;18.0;20.0;469.0;7.0;27.0;99.0;0.0;0.0;2021;abril
PUENTE DE VALLECAS;42.0;15.0;6.0;28.0;0.0;122.0;46.0;55.0;38.0;18.0;0.0;9.0;0.0;106.0;106.0;0.0;0.0;2021;abril
MORATALAZ;6.0;7.0;0.0;6.0;0.0;14.0;20.0;21.0;9.0;0.0;0.0;38.0;0.0;47.0;44.0;4.0;17.0;2021;abril
CIUDAD LINEAL;19.0;20.0;2.0;29.0;2.0;41.0;58.0;38.0;20.0;2.0;4.0;42.0;0.0;61.0;68.0;0.0;0.0;2021;abril
HORTALEZA;10.0;6.0;2.0;20.0;8.0;27.0;28.0;35.0;23.0;0.0;1.0;135.0;17.0;26.0;87.0;2.0;27.0;2021;abril
VILLAVERDE;22.0;13.0;3.0;22.0;4.0;31.0;20.0;27.0;6.0;12.0;8.0;418.0;0.0;40.0;24.0;3.0;25.0;2021;abril
VILLA DE VALLECAS;14.0;17.0;2.0;14.0;23.0;14.0;16.0;15.0;10.0;3.0;1.0;26.0;0.0;33.0;49.0;0.0;1.0;2021;abril
VICÁLVARO;11.0;10.0;0.0;2.0;0.0;7.0;15.0;16.0;10.0;0.0;0.0;39.0;1.0;72.0;42.0;1.0;3.0;2021;abril
SAN BLAS - CANILLEJAS;22.0;22.0;2.0;16.0;1.0;38.0;26.0;30.0;14.0;3.0;3.0;61.0;0.0;68.0;129.0;9.0;51.0;2021;abril
BARAJAS;7.0;12.0;1.0;13.0;5.0;7.0;8.0;11.0;0.0;2.0;6.0;6.0;4.0;28.0;50.0;0.0;19.0;2021;abril
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021;abril
OTRAS UNIDADES;;;;;;;;;27.0;;;;;;;;;2021;abril
CENTRO;52.0;97.0;15.0;76.0;12.0;143.0;40.0;46.0;36.0;92.0;93.0;799.0;4.0;451.0;831.0;18.0;3.0;2021;mayo
ARGANZUELA;6.0;14.0;2.0;6.0;14.0;21.0;32.0;38.0;30.0;32.0;11.0;192.0;4.0;132.0;136.0;0.0;1.0;2021;mayo
RETIRO;2.0;4.0;2.0;21.0;2.0;13.0;30.0;43.0;4.0;21.0;67.0;242.0;59.0;42.0;71.0;0.0;0.0;2021;mayo
SALAMANCA;8.0;43.0;1.0;20.0;2.0;58.0;66.0;55.0;9.0;3.0;2.0;53.0;8.0;136.0;280.0;1.0;13.0;2021;mayo
CHAMARTÍN;5.0;10.0;3.0;16.0;4.0;34.0;40.0;56.0;11.0;0.0;0.0;135.0;19.0;138.0;286.0;0.0;0.0;2021;mayo
TETUÁN;16.0;16.0;1.0;6.0;0.0;40.0;24.0;43.0;27.0;7.0;18.0;129.0;1.0;25.0;67.0;0.0;2.0;2021;mayo
CHAMBERÍ;11.0;11.0;1.0;10.0;2.0;12.0;36.0;40.0;13.0;0.0;3.0;167.0;5.0;440.0;774.0;1.0;5.0;2021;mayo
FUENCARRAL - EL PARDO;6.0;9.0;0.0;28.0;1.0;16.0;42.0;39.0;31.0;0.0;1.0;152.0;0.0;86.0;137.0;0.0;0.0;2021;mayo
MONCLOA - ARAVACA;29.0;26.0;1.0;17.0;3.0;27.0;51.0;55.0;10.0;0.0;18.0;171.0;3.0;27.0;62.0;0.0;0.0;2021;mayo
LATINA;20.0;14.0;0.0;25.0;6.0;40.0;35.0;48.0;21.0;8.0;60.0;436.0;2.0;31.0;73.0;0.0;2.0;2021;mayo
CARABANCHEL;34.0;27.0;5.0;26.0;5.0;55.0;64.0;49.0;32.0;24.0;66.0;288.0;3.0;77.0;74.0;4.0;20.0;2021;mayo
USERA;19.0;21.0;1.0;14.0;4.0;30.0;28.0;44.0;22.0;8.0;47.0;752.0;4.0;27.0;74.0;2.0;0.0;2021;mayo
PUENTE DE VALLECAS;47.0;30.0;1.0;43.0;1.0;108.0;42.0;73.0;31.0;9.0;5.0;32.0;0.0;71.0;92.0;0.0;0.0;2021;mayo
MORATALAZ;12.0;7.0;0.0;0.0;0.0;12.0;16.0;23.0;7.0;2.0;0.0;60.0;1.0;11.0;9.0;5.0;7.0;2021;mayo
CIUDAD LINEAL;32.0;22.0;3.0;33.0;15.0;82.0;33.0;46.0;27.0;3.0;3.0;89.0;3.0;63.0;78.0;0.0;0.0;2021;mayo
HORTALEZA;4.0;12.0;3.0;38.0;9.0;55.0;40.0;42.0;11.0;0.0;1.0;195.0;5.0;21.0;45.0;0.0;23.0;2021;mayo
VILLAVERDE;26.0;27.0;1.0;19.0;4.0;29.0;16.0;21.0;13.0;9.0;9.0;472.0;1.0;54.0;70.0;0.0;17.0;2021;mayo
VILLA DE VALLECAS;22.0;20.0;3.0;16.0;41.0;32.0;20.0;25.0;4.0;0.0;0.0;64.0;1.0;25.0;32.0;0.0;2.0;2021;mayo
VICÁLVARO;12.0;12.0;0.0;2.0;0.0;9.0;14.0;14.0;8.0;0.0;0.0;39.0;0.0;24.0;30.0;0.0;8.0;2021;mayo
SAN BLAS - CANILLEJAS;26.0;17.0;3.0;24.0;2.0;37.0;35.0;40.0;10.0;0.0;0.0;122.0;7.0;19.0;37.0;8.0;31.0;2021;mayo
BARAJAS;10.0;15.0;0.0;15.0;15.0;8.0;11.0;13.0;8.0;0.0;0.0;68.0;3.0;27.0;29.0;0.0;11.0;2021;mayo
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021;mayo
OTRAS UNIDADES;;;;;;;;;15.0;;;;;;;;;2021;mayo
CENTRO;39.0;50.0;11.0;76.0;12.0;99.0;60.0;30.0;64.0;40.0;109.0;1098.0;4.0;408.0;852.0;47.0;1.0;2021;junio
ARGANZUELA;8.0;3.0;0.0;3.0;2.0;26.0;37.0;37.0;13.0;32.0;4.0;102.0;8.0;69.0;73.0;0.0;0.0;2021;junio
RETIRO;6.0;6.0;1.0;11.0;6.0;21.0;40.0;26.0;11.0;2.0;13.0;79.0;23.0;28.0;35.0;0.0;0.0;2021;junio
SALAMANCA;12.0;50.0;2.0;39.0;4.0;55.0;57.0;66.0;13.0;12.0;2.0;55.0;5.0;117.0;239.0;0.0;24.0;2021;junio
CHAMARTÍN;10.0;9.0;2.0;13.0;2.0;21.0;73.0;52.0;11.0;0.0;0.0;42.0;7.0;109.0;169.0;0.0;0.0;2021;junio
TETUÁN;25.0;16.0;1.0;4.0;3.0;28.0;40.0;39.0;15.0;5.0;33.0;127.0;1.0;33.0;102.0;1.0;3.0;2021;junio
CHAMBERÍ;12.0;14.0;1.0;22.0;5.0;13.0;49.0;32.0;18.0;0.0;0.0;127.0;13.0;165.0;339.0;3.0;2.0;2021;junio
FUENCARRAL - EL PARDO;6.0;1.0;1.0;14.0;1.0;14.0;47.0;62.0;29.0;0.0;4.0;117.0;4.0;121.0;167.0;0.0;0.0;2021;junio
MONCLOA - ARAVACA;16.0;26.0;0.0;12.0;4.0;18.0;38.0;35.0;19.0;0.0;7.0;45.0;5.0;49.0;72.0;0.0;0.0;2021;junio
LATINA;31.0;13.0;1.0;26.0;7.0;46.0;39.0;50.0;54.0;1.0;59.0;268.0;7.0;33.0;79.0;1.0;7.0;2021;junio
CARABANCHEL;37.0;32.0;2.0;22.0;3.0;33.0;64.0;64.0;66.0;17.0;109.0;347.0;4.0;47.0;82.0;8.0;5.0;2021;junio
USERA;17.0;19.0;0.0;3.0;0.0;28.0;31.0;44.0;33.0;42.0;24.0;752.0;8.0;27.0;61.0;0.0;0.0;2021;junio
PUENTE DE VALLECAS;26.0;35.0;0.0;42.0;0.0;79.0;50.0;82.0;42.0;9.0;1.0;43.0;0.0;98.0;75.0;0.0;0.0;2021;junio
MORATALAZ;13.0;13.0;0.0;8.0;1.0;4.0;23.0;20.0;17.0;0.0;0.0;47.0;0.0;7.0;7.0;4.0;5.0;2021;junio
CIUDAD LINEAL;13.0;10.0;1.0;14.0;5.0;40.0;44.0;68.0;40.0;1.0;3.0;102.0;0.0;39.0;61.0;0.0;0.0;2021;junio
HORTALEZA;9.0;7.0;4.0;39.0;2.0;23.0;26.0;31.0;15.0;0.0;1.0;178.0;0.0;10.0;13.0;3.0;11.0;2021;junio
VILLAVERDE;26.0;14.0;0.0;14.0;3.0;19.0;25.0;41.0;27.0;20.0;15.0;401.0;3.0;106.0;56.0;0.0;15.0;2021;junio
VILLA DE VALLECAS;25.0;18.0;1.0;9.0;52.0;15.0;16.0;25.0;8.0;0.0;0.0;67.0;1.0;4.0;1.0;0.0;4.0;2021;junio
VICÁLVARO;12.0;11.0;0.0;2.0;2.0;4.0;9.0;14.0;6.0;3.0;1.0;18.0;0.0;6.0;9.0;0.0;0.0;2021;junio
SAN BLAS - CANILLEJAS;18.0;32.0;0.0;7.0;0.0;25.0;27.0;44.0;30.0;0.0;7.0;210.0;11.0;19.0;32.0;5.0;42.0;2021;junio
BARAJAS;8.0;9.0;0.0;10.0;0.0;9.0;10.0;19.0;5.0;0.0;6.0;63.0;1.0;12.0;11.0;0.0;20.0;2021;junio
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021;junio
